"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP1204HT8-C1"","""",""49500.000"","""",""MCY-MHP1204HT8-C1"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0405HT-C"","""",""23100.000"","""",""MCY-MHP0405HT-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0504HT-C"","""",""28875.000"","""",""MCY-MHP0504HT-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0505HT-C"","""",""23320.000"","""",""MCY-MHP0505HT-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP1004HT8-C2"","""",""44000.000"","""",""MCY-MHP1004HT8-C2"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP1204HT8-C2"","""",""46200.000"","""",""MCY-MHP1204HT8-C2"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0506HT-C"","""",""24200.000"","""",""MCY-MHP0506HT-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0606HT-C"","""",""24750.000"","""",""MCY-MHP0606HT-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0704HT-C"","""",""33000.000"","""",""MCY-MHP0704HT-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0805HT8-C"","""",""38500.000"","""",""MCY-MHP0805HT8-C"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0804HT8-C1"","""",""43450.000"","""",""MCY-MHP0804HT8-C1"",""20000.000"","""",""显示"""
"Mini家用机,""BMCY-M"","""",""B11#MCY-MHP0804HT8-C2"","""",""41800.000"","""",""MCY-MHP0804HT8-C2"",""20000.000"","""",""显示"""
"*:东芝工程机,""bn:商品编号"",""barcode:条形码"",""ibn:货号"",""col:品牌"",""col:销售价"",""col:商品名称"",""col:规格"",""col:重量"",""col:单位"",""col:可视状态"""
"东芝工程机,""BMMY-MHP"","""","""",""东芝"",""56100.000"",""东芝SMMS-i国产室外机"",""东芝SMMS-i国产室外机"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP0804HT8-C1"","""",""56100.000"","""",""MMY-MHP0804HT8-C1"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1004HT8-C1"","""",""57200.000"","""",""MMY-MHP1004HT8-C1"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1204HT8-C1"","""",""61347.000"","""",""MMY-MHP1204HT8-C1"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1404HT8-C1"","""",""82082.000"","""",""MMY-MHP1404HT8-C1"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1604HT8-C1"","""",""86977.000"","""",""MMY-MHP1604HT8-C1"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP0804HT8-C2"","""",""57750.000"","""",""MMY-MHP0804HT8-C2"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1004HT8-C2"","""",""58960.000"","""",""MMY-MHP1004HT8-C2"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1204HT8-C2"","""",""63140.000"","""",""MMY-MHP1204HT8-C2"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1404HT8-C2"","""",""84590.000"","""",""MMY-MHP1404HT8-C2"",""300000.000"","""",""显示"""
"东芝工程机,""BMMY-MHP"","""",""B20#MMY-MHP1604HT8-C2"","""",""89540.000"","""",""MMY-MHP1604HT8-C2"",""300000.000"","""",""显示"""
